X,Y,Cluster
-1.6856441874143522,10.630714322473857,12
4.703434670519064,-14.364521716130946,10
-2.9591446431924595,11.069718104257399,12
-12.149790233631919,-12.39515877672769,7
-13.0385109333523,-14.467591149604374,7
-8.318537105499956,-6.735563895283383,11
-13.07418576947074,-12.397540418335174,2
6.132706578140212,-13.641793708810754,10
3.182467404225428,8.066766529787602,4
-12.766305235975173,-13.315929331223165,7
-19.81292937021483,17.84494668776496,5
-13.191369232814287,-13.847613881740141,2
0.26351259843088126,10.856377340277819,12
-12.431431274955042,0.1502682913623506,13
0.34990219160718317,-8.466106271747902,9
-13.914527096026273,-12.814763909982226,7
-7.6252717558649605,0.7694772616662996,8
4.26177911590232,-15.37820226736447,10
-19.49990842950137,19.657444793434927,5
13.645435460292568,-9.015954614494428,6
-20.42131561335965,18.56798767277944,5
3.8230333618568513,-19.742814085101934,14
-7.577089320975349,0.8742015310450437,8
2.8344940357986625,-17.06807423886676,14
12.586832922930228,-12.543224496484733,6
11.344654706557076,-11.448733636875295,6
-9.163001296177486,3.0929817973978615,8
3.3426431405312664,-16.64469300399161,14
4.8985383234350195,6.973332601636375,4
-4.019467102805285,-7.087050968078838,9
-2.5089580531954656,-9.953247622530444,9
-10.508253997781562,-11.311941570405338,7
12.502557121281855,-10.821717170557163,6
-1.278132884192226,12.183673583363834,12
-0.9858257930908909,-8.114968660264433,9
-8.421896891735946,-3.6173856097129646,11
2.2714646516462844,-17.770198638927656,14
14.292992329437059,-14.159797943678416,6
3.90715265542521,9.808282686209973,4
-3.4560206179057085,-10.03882770829619,9
7.35077779098273,4.167899998120229,1
-14.86146561040111,-10.868566432075628,7
11.543180753908839,4.155832743279671,1
7.4189615551768435,4.028614937648697,1
3.7263471571854625,-15.086818116910631,10
-14.553398140024605,-12.737299184796424,2
-6.399587539012264,18.47940987841145,0
0.7331124158317572,10.580013074013065,12
-16.110080944686825,14.672250440956716,3
11.052755326785844,-11.928251753718524,6
-13.880946992057313,0.05563934338537013,13
-17.592893011283998,14.184669514763295,3
-4.7677589320997935,15.676968107740912,0
2.791825247841688,-18.47879358344022,14
-1.3430712627725594,-9.194646102229388,9
13.702828826507114,-12.000687932215914,6
5.174829611286336,-14.851396082862797,10
-17.28765589028589,14.490874165756185,3
-10.815177359748699,-13.277278417580069,7
-11.918686485286303,-1.828463284894064,13
-2.19212976100232,10.063434582169172,12
-2.396304649680922,-9.882932683062695,9
9.187235621159278,4.355721737661437,1
-4.9139387642196946,17.669763435837602,0
4.667816286817758,10.16218980744491,4
-5.48892502986409,16.2723543186381,0
-8.263469680601387,2.381453029326612,8
-2.507875873129996,11.882002695845436,12
-10.14484426370096,-6.175815952109825,11
-0.6829687672852824,12.16924461773891,12
3.9124557358658736,-16.47158074758657,14
-17.906510843948396,16.685906702772034,5
7.795416819402504,2.3617914321803326,1
-14.27495439140524,-14.217914132338986,7
-6.025456273972667,17.657517405375184,0
-5.157173184971389,17.667247821689497,0
2.8883940053890576,-17.80719049653153,14
-9.792098936175783,-12.508754187492375,7
-8.84963417844901,-7.612975145386969,11
-13.551437271281122,-13.297838330877289,2
-3.7811958191103594,19.146108399336082,0
-13.141212061652148,-13.143676045457243,2
10.851956189803447,-12.716139145969839,6
13.622253822952677,-11.566721304207919,6
-12.090014729577202,0.9638924289086416,13
0.40002320090086574,12.176049889240957,12
-4.901902186887852,19.19094624503611,0
3.745843491553463,9.488788252987044,4
6.517497979586736,10.429312122773663,4
-12.370124917697602,2.2202257125184084,13
10.651145049874227,4.848659007105593,1
-11.920862444393306,-0.9702131324818184,13
-17.348871335444315,19.44308613890136,5
-12.761571466500577,2.8662151611846083,13
-9.850579336996347,-4.298577474316159,11
-12.614452266110698,-12.978549684984936,2
9.048924514718856,4.308196178681799,1
-8.24153539451491,0.5445282260945647,8
-20.33452838086403,19.6196558384779,5
4.356645273311162,-19.303996837036454,14
-14.32557262124986,-12.453478470191055,2
-15.582498341447357,-14.341300073991395,2
4.798562681684475,-20.026584215547903,14
-0.4977373729353589,10.764756201847865,12
4.443377284103861,7.424719267973954,4
9.295359942709691,5.690580260470244,1
1.665034577447237,-18.25999104335379,14
-17.20265897196636,18.497550839012117,5
3.1268493630204217,-13.961353878497466,10
-2.2066573913562673,-8.10160916748259,9
13.703901321010168,-12.004781069549916,6
-15.947127566392682,12.92401124958208,3
14.5052570030742,-12.198705816296732,6
-9.519324315279876,0.05687724018046425,8
3.4742375638284497,-18.297768330880203,14
2.2036634648456044,9.856115298120029,4
-9.698265289847175,1.717469206904282,8
3.4752891011701053,-13.85454690625464,10
-8.484213185789232,1.4692206025119996,8
-17.020138655867974,14.404414648076733,3
-3.412964645800699,-8.204422614503889,9
-17.858797627314722,15.353026478778897,3
3.7092512361273586,-12.993425736589263,10
